Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1093,Rayman Raving Rabbids,GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67
1094,Tiger Woods PGA Tour 2005,PC,2013,Strategy,Activision,0.82,0.65,0,0.19,1.67
1095,NCAA Football 2003,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67
1096,Frogger 2: Swampy's Revenge,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67
1097,LEGO Indiana Jones 2: The Adventure Continues,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67
1098,Tiger Woods PGA Tour 09 All-Play,PS2,2003,Platform,THQ,1.08,0.45,0,0.14,1.67
1099,Classic NES Series: Super Mario Bros.,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
1100,Triple Play 2000,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
1101,Cabela's Big Game Hunter,GEN,1992,Fighting,Sega,1,0.3,0.31,0.04,1.66
1102,UFC Undisputed 2010,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66
1103,NBA Live 06 (Weekly american sales),X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
1104,The Legend of Zelda: The Minish Cap,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66
1105,NFL Street,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
1106,Super Metroid,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
1107,Pro Yakyuu Family Stadium '87,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
1108,Resident Evil (Remake),2600,1981,Puzzle,Atari,1.54,0.1,0,0.02,1.65
1109,Inazuma Eleven 2,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
1110,Injustice: Gods Among Us,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65
1111,Ridge Racer,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65
1112,Metroid: Other M,PS2,2004,Role-Playing,Enix Corporation,0,0,1.65,0,1.65
1113,Knockout Kings 2000,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
1114,Gran Turismo 4 Prologue,DS,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
1115,Twisted Metal: Black,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
1116,NASCAR 2005: Chase for the Cup,Wii,2011,Action,Disney Interactive Studios,0.76,0.72,0,0.16,1.64
1117,2Xtreme,2600,1982,Puzzle,Atari,1.52,0.1,0,0.02,1.64
1118,Sonic Advance 3,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0,0.08,1.64
1119,Colin McRae Rally 3,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64
1120,Doom (2016),PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64
1121,Final Fantasy XII: Revenant Wings,PS2,2005,Sports,Electronic Arts,1.44,0.15,0,0.05,1.64
1122,Bakugan: Battle Brawlers,PS2,2004,Action,Ubisoft,0.54,0.88,0,0.22,1.64
1123,Deus Ex: Human Revolution,X360,2010,Simulation,Microsoft Game Studios,1.02,0.48,0,0.14,1.64
1124,Teenage Mutant Ninja Turtles III: The Manhattan Project,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64
1125,Dynasty Warriors 5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63
1126,Hannah Montana: Spotlight World Tour,X360,2006,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
1127,WWE '13,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63
1128,The Sims 2,PC,N/A,Shooter,Activision,0.58,0.81,0,0.24,1.63
1129,Paper Mario,PS3,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63
1130,Bravely Default: Flying Fairy,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63
1131,Duke Nukem: Time to Kill,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63
1132,Persona 4: Golden,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15,1.63
1133,Hasbro Family Game Night 2,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62
1134,Disney Princess: Enchanted Journey,X360,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62
1135,Gardening Mama,PS3,N/A,Misc,Electronic Arts,0.99,0.41,0,0.22,1.62
1136,Dave Mirra Freestyle BMX 2,PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62
1137,Assassin's Creed: Rogue,X360,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62
1138,Ridge Racer 7,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
1139,A Collection of Activision Classic Games for the Atari 2600,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62
1140,Forza Horizon 2,PS,1998,Racing,Electronic Arts,0.9,0.61,0,0.11,1.62
1141,MotorStorm: Pacific Rift,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
1142,Star Wars Knights of the Old Republic II: The Sith Lords,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61
1143,Pocket Monsters Stadium,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
1144,Tom Clancy's Ghost Recon 2,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
1145,Crash Bandicoot 2: N-Tranced,GB,1998,Strategy,Konami Digital Entertainment,0,0,1.61,0.01,1.61
1146,SingStar Abba,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
1147,Gradius,PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,0.43,1.61
1148,Dragon Quest III: Soshite Densetsu e...,DS,2007,Action,THQ,1.5,0,0,0.11,1.61
1149,Centipede,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61
1150,Yoshi's New Island,Wii,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1151,Ryse: Son of Rome,DS,2011,Misc,Activision,0.4,0.99,0,0.22,1.6
1152,Dead to Rights,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0,0.07,1.6
1153,LEGO Harry Potter: Years 5-7,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
1154,Marvel vs. Capcom 3: Fate of Two Worlds,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6
1155,Dance Dance Revolution (Japan),2600,1981,Shooter,Activision,1.49,0.09,0,0.02,1.6
1156,F1 2010,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
1157,Madden NFL 98,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6
1158,Namco Museum DS,PS4,2016,Action,Hello Games,0.58,0.74,0.02,0.26,1.6
1159,Grand Theft Auto: Chinatown Wars,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6
1160,Alan Wake,PS2,2004,Sports,Global Star,1.26,0.12,0,0.21,1.59
1161,Samurai Warriors,PC,1996,Role-Playing,Activision,0.01,1.58,0,0,1.59
1162,Monster Hunter Freedom,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59
1163,Crysis 2,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59
1164,SaGa Frontier,PS3,2008,Action,Capcom,0.58,0.46,0.34,0.21,1.59
1165,SingStar Party,2600,1982,Platform,Atari,1.48,0.09,0,0.02,1.59
1166,The ICO & Shadow of the Colossus Collection,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59
1167,Test Drive,X360,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59
1168,Mario & Luigi: Partners in Time,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0,0.14,1.59
1169,Lost Planet: Extreme Condition,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1,1.59
1170,Doom 3,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
1171,Donkey Kong Jungle Beat,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0,0.15,1.58
1172,Max Payne 2: The Fall of Max Payne,DS,2008,Misc,Activision,0.85,0.58,0,0.16,1.58
1173,Command & Conquer: Red Alert 2,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
1174,MVP Baseball 2004,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58
1175,Ratchet & Clank: Up Your Arsenal (Weekly american sales),X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
1176,Your Shape: Fitness Evolved,Wii,2009,Misc,Activision,0.94,0.49,0,0.15,1.58
1177,Triple Play 2001,DS,2008,Misc,Disney Interactive Studios,0.64,0.76,0,0.17,1.58
1178,Metroid Prime 2: Echoes,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09,1.58
1179,Final Fantasy X / X-2 HD Remaster,DS,2007,Action,Disney Interactive Studios,1.06,0.37,0,0.15,1.58
1180,Corvette,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58
1181,Petz Wild Animals: Dolphinz,GBA,2002,Platform,Vivendi Games,0.85,0.65,0,0.08,1.58
1182,Pokemon Ranger: Guardian Signs,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57
1183,Need for Speed Underground Rivals,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57
1184,Dark Souls II,PS2,2002,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57
1185,World of Warcraft: Wrath of the Lich King,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
1186,The LEGO Movie Videogame,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56
1187,TOCA 2: Touring Cars,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0,0.2,1.56
1188,Gyromite,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56
1189,NFL 2K3,NES,1988,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56
1190,Fighting Force,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56
1191,Mega Man Battle Network 4: Red Sun / Blue Moon,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56
1192,MAG: Massive Action Game,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
1193,Madden NFL 97,GB,2001,Role-Playing,Enix Corporation,0,0,1.56,0,1.56
1194,Cars 2,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56
1195,TNN Motor Sports Hardcore 4x4,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56
1196,IHRA Drag Racing 2,X360,2010,Action,Take-Two Interactive,0.84,0.56,0,0.15,1.55
1197,[Prototype],PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
1198,Madagascar,PS2,2002,Racing,Atari,0.76,0.59,0,0.2,1.55
1199,Rugrats Studio Tour,XB,2003,Shooter,Ubisoft,0.91,0.57,0,0.07,1.55
1200,LEGO Battles,Wii,2008,Sports,Atari,0.79,0.44,0.19,0.14,1.55
1201,Pitfall II: Lost Caverns,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55
1202,Turok: Evolution,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55
1203,High School Musical 3: Senior Year DANCE!,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55
1204,Gold's Gym: Cardio Workout,XOne,2014,Action,Ubisoft,0.9,0.53,0,0.13,1.55
1205,Adventure,PS3,2010,Action,LucasArts,0.8,0.53,0,0.22,1.55
1206,Yu-Gi-Oh! The Sacred Cards,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
1207,NBA Live 07,PC,1999,Strategy,Westwood Studios,1.55,0,0,0,1.55
1208,SingStar '80s,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.07,0.36,0,0.12,1.55
1209,EA Playground,WiiU,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55
1210,Test Drive 5,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54
1211,Romancing SaGa 3,Wii,2007,Action,Capcom,0.68,0.43,0.29,0.14,1.54
1212,EA Sports Active 2,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.54
1213,Digimon World,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
1214,Rise of the Tomb Raider,PC,2003,Strategy,Activision,0.58,0.87,0,0.09,1.54
1215,Yoshi's Woolly World,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
1216,Mega Man Battle Network 3 Blue / White Version,DS,2008,Adventure,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54
1217,FIFA Street,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54
1218,Resident Evil Zero,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,1.54
1219,Pirates of the Caribbean: The Curse of the Black Pearl,PC,2012,Shooter,Activision,0.63,0.69,0,0.21,1.53
1220,Transformers,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0,0.21,1.53
1221,Guitar Hero: Aerosmith,Wii,2008,Simulation,Electronic Arts,0.71,0.65,0.01,0.17,1.53
1222,Mystery Case Files: MillionHeir,DS,2007,Action,Electronic Arts,0.57,0.79,0,0.17,1.53
1223,Valkyria Chronicles,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53
1224,Midnight Club 3: DUB Edition (America weekly sales),PS,1998,Sports,989 Studios,1.44,0.05,0,0.04,1.53
1225,Champions of Norrath,Wii,2009,Shooter,Activision,0.95,0.43,0,0.14,1.53
1226,Imagine: Wedding Designer,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,0.1,1.53
1227,Metal Gear Solid V: Ground Zeroes,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53
1228,Yakuman,PS,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53
1229,Army Men 3D,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,0.12,1.52
1230,Twisted Metal 4,X360,2011,Shooter,Electronic Arts,0.94,0.45,0,0.13,1.52
1231,Manhunt,PSP,2007,Racing,Sega,0.44,0.69,0,0.39,1.52
1232,Kid Icarus: Uprising,PS,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52
1233,Silent Hill 2,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52
1234,Tomb Raider: Underworld,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04,1.52
1235,Castlevania: Symphony of the Night,NES,1984,Racing,Nintendo,0,0,1.52,0,1.52
1236,The Sims 2: Nightlife,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52
1237,Road Rash,PS,1998,Racing,Electronic Arts,1.45,0.04,0,0.04,1.52
1238,Pokemon Mystery Dungeon: Gates to Infinity,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03,1.52
1239,Atlantis,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52
1240,NBA 2K9,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
1241,WWE '12,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52
1242,Hogan's Alley,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51
1243,Jillian Michaels' Fitness Ultimatum 2009,XOne,2014,Sports,Electronic Arts,1.3,0.09,0,0.12,1.51
1244,.hack//Infection Part 1,Wii,2010,Racing,Sega,0.65,0.71,0,0.15,1.51
1245,Rockstar Games presents Table Tennis,X360,2011,Action,LucasArts,0.84,0.54,0,0.13,1.51
1246,Sonic Adventure DX: Director's Cut,PC,2011,Sports,Sega,0.02,1.16,0,0.34,1.51
1247,Jet Li: Rise to Honor,3DS,2013,Role-Playing,GungHo,0,0,1.51,0,1.51
1248,Battle Arena Toshinden,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51
1249,Yokai Watch 3,PS,2001,Fighting,Electronic Arts,0.23,1.16,0,0.11,1.51
1250,Tamagotchi Connection: Corner Shop,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51
1251,Football Manager 2011,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51
1252,Devil Dice,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51
1253,Final Fantasy IV,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5
1254,Hyrule Warriors,PS3,2011,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5
1255,Championship Manager 03/04,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5
1256,Brian Lara Cricket,PC,2010,Role-Playing,Square Enix,0.86,0.48,0,0.17,1.5
1257,Ratatouille,PS,1998,Sports,Midway Games,1.41,0.05,0,0.04,1.5
1258,Wheel of Fortune,PS2,2002,Shooter,THQ,0.49,0.78,0,0.23,1.5
1259,LEGO The Lord of the Rings,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0,0.11,1.5
1260,Winter Sports: The Ultimate Challenge,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5
1261,SOCOM: U.S. Navy SEALs Confrontation,N64,2000,Fighting,THQ,1.2,0.27,0.02,0.02,1.5
1262,NBA Live 2001,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5
1263,Combat,SCD,1993,Platform,Sega,1,0.36,0.09,0.05,1.5
1264,Dragon Ball: Daimaou Fukkatsu,NES,1986,Platform,Hudson Soft,0,0,1.5,0,1.5
1265,Gegege no Kitarou 2: Youkai Gundan no Chousen,X360,2010,Action,Capcom,0.75,0.53,0.09,0.12,1.5
1266,Reel Fishing,PS3,2008,Misc,MTV Games,1.13,0.2,0,0.16,1.5
1267,Pokemon XD: Gale of Darkness,PS,1998,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5
1268,Black,Wii,2009,Misc,Disney Interactive Studios,1.08,0.28,0,0.13,1.49
1269,RollerCoaster Tycoon 2,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49
1270,Lara Croft Tomb Raider: The Angel of Darkness,XB,2002,Shooter,Electronic Arts,1,0.43,0,0.06,1.49
1271,Road Rash 3D,PS2,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49
1272,Ratchet: Deadlocked,DS,2008,Adventure,THQ,1,0.36,0,0.13,1.49
1273,Baldur's Gate: Dark Alliance,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49
1274,Transformers: Autobots / Decepticons,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,0.39,1.49
1275,Tales of Xillia,X360,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49
1276,Diddy Kong Racing DS,Wii,2010,Simulation,Electronic Arts,0.61,0.73,0,0.15,1.49
1277,Assassin's Creed: Bloodlines,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48
1278,Oddworld: Abe's Oddysee,DS,2006,Adventure,THQ,0.43,0.88,0,0.18,1.48
1279,Ridge Racer V,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48
1280,WWE SmackDown vs. Raw 2009,NES,1990,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48
1281,Tetris 2 (All region sales),N64,1999,Fighting,THQ,1.2,0.25,0.02,0.02,1.48
1282,Frogger: The Great Quest,GB,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48
1283,2010 FIFA World Cup South Africa,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
1284,Ninja Gaiden,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,1.48
1285,Driv3r,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0,0.2,1.48
1286,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,XB,2004,Action,Ubisoft,0.82,0.59,0,0.07,1.48
1287,Farming Simulator 2015,DS,2007,Simulation,Ubisoft,0.39,0.92,0,0.17,1.47
1288,Medal of Honor: Airborne,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47
1289,Kirby Tilt 'n' Tumble,PS3,2008,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47
1290,Vigilante 8,N64,1999,Action,Nintendo,0.62,0.18,0.65,0.02,1.47
1291,Castlevania,GBA,2003,Platform,THQ,1.04,0.37,0,0.06,1.47
1292,Donkey Kong Country 2,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47
1293,Bayonetta,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47
1294,"WarioWare, Inc.: Mega MicroGame$",DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47
1295,Madden NFL 17,X360,2010,Action,LucasArts,0.95,0.4,0,0.12,1.47
1296,Boom Blox,Wii,2008,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
1297,The Sims 2: Castaway,DS,2007,Adventure,Disney Interactive Studios,1.15,0.2,0,0.12,1.47
1298,Naruto Shippuden: Ultimate Ninja Storm 2,PSV,2012,Platform,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47
1299,Mario Power Tennis,PS,1998,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46
1300,Intelligent Qube,GBA,2004,Platform,THQ,1.02,0.38,0,0.06,1.46
1301,Game & Watch Gallery 2,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46
1302,Game & Watch Gallery 3,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
1303,Parfait: Chocolat Second Style,PS2,2003,Misc,Midway Games,0.72,0.56,0,0.19,1.46
1304,F1 2011,DS,2008,Platform,THQ,0.46,0.83,0,0.17,1.46
1305,Cars,PS,N/A,Sports,N/A,0.81,0.55,0,0.1,1.46
1306,NBA Live 99,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.46
1307,Chocobo no Fushigi Dungeon,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
1308,Golden Sun: The Lost Age,2600,1981,Platform,Coleco,1.36,0.08,0,0.02,1.46
1309,WCW Mayhem,PS,1998,Fighting,GT Interactive,0.81,0.55,0,0.1,1.46
1310,NBA 2K2,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46
1311,NASCAR Thunder 2003,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46
1312,Super Street Fighter IV: 3D Edition,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0,0.11,1.46
1313,Fuzion Frenzy,PS3,2012,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.46
1314,Sly Cooper and the Thievius Raccoonus,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05,1.46
1315,The Magical Quest starring Mickey Mouse,PSP,2006,Fighting,Sega,0.53,0.58,0,0.35,1.46
1316,Dragon Quest IV: Michibikareshi Monotachi,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.46
1317,Star Wars Episode 1: Jedi Power Battles,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45
1318,Dino Crisis 2,X360,2013,Role-Playing,Activision,0.89,0.44,0,0.12,1.45
1319,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0,0.13,1.45
1320,Test Drive 4,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
1321,World Soccer Winning Eleven 9 (JP & Others sales),PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0,0.19,1.45
1322,The Lord of the Rings: The Fellowship of the Ring,PC,2011,Strategy,Ubisoft,0,1.13,0,0.32,1.45
1323,ATV Offroad Fury 3,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.45
1324,Pikmin 2,Wii,2007,Misc,Electronic Arts,0.53,0.76,0,0.16,1.45
1325,Just Dance 2016,GB,1996,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
1326,Disney Sing It,NES,1984,Misc,Nintendo,0,0,1.45,0,1.45
1327,WWE 2K16,SNES,1993,Fighting,Namco Bandai Games,0,0,1.45,0,1.45
1328,Dragon Ball Z: La Legende Saien,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
1329,TwinBee,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45
1330,Ganbare Goemon! Karakuri Douchuu,Wii,2008,Puzzle,Electronic Arts,0.97,0.34,0,0.13,1.45
1331,NFL 2K,DS,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45
1332,SolarStriker,PS2,2005,Sports,Activision,1.38,0.05,0,0.02,1.45
1333,NHL 2002,DS,2007,Misc,Ubisoft,0.37,0.9,0,0.18,1.45
1334,Mario vs. Donkey Kong 2: March of the Minis,DS,2007,Misc,Rising Star Games,0.79,0.53,0,0.13,1.44
1335,PokéPark Wii: Pikachu's Adventure,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44
1336,One Piece: Pirate Warriors,PSP,2006,Racing,Sega,0.73,0.42,0,0.28,1.44
1337,WWE 2K14,PC,2013,Simulation,Electronic Arts,0.48,0.77,0,0.19,1.44
1338,Metal Gear Solid: Portable Ops,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44
1339,Nuclear Strike,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44
1340,Captain Toad: Treasure Tracker,X360,2007,Fighting,THQ,0.92,0.38,0,0.13,1.44
1341,SpongeBob SquarePants: Revenge of the Flying Dutchman,X360,2010,Racing,Microsoft Game Studios,0.92,0.4,0,0.12,1.44
1342,Scarface: The World is Yours,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44
1343,Kobe Bryant in NBA Courtside,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,0.31,1.44
1344,Disney's Chip 'n Dale: Rescue Rangers,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,1.44
1345,The Dukes of Hazzard: Racing for Home,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0,0.21,1.44
1346,Final Fantasy I & II: Dawn of Souls,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44
1347,NBA 2K17,PS,1999,Action,Hasbro Interactive,0.8,0.54,0,0.09,1.43
1348,Pokemon Super Mystery Dungeon,X360,2013,Action,Disney Interactive Studios,0.96,0.37,0,0.11,1.43
1349,Metal Gear Solid VR Missions,Wii,2009,Action,Activision,0.91,0.39,0,0.13,1.43
1350,Pole Position,X360,2009,Misc,Sega,0.85,0.46,0,0.13,1.43
1351,Resident Evil: Operation Raccoon City,Wii,2008,Sports,Electronic Arts,0.81,0.48,0,0.14,1.43
1352,Pro Yakyuu Family Stadium '88,GB,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43
1353,Shenmue,GBA,2004,Platform,Nintendo,0,0,1.39,0.03,1.43
