Rank,Name,Genre,ESRB_Rating,Platform,Developer,Publisher,Critic_Score,User_Score,Year
893,Star Wars Rogue Leader: Rogue Squadron II,Misc,E,GB,Digtal Illusions,Nintendo,8,7.4,1993
894,Dead Rising,Misc,E,WiiU,"Anchor, Inc.",Nintendo,6.3,9.8,2015
895,Dissidia: Final Fantasy,Sports,E,PS3,Racjin,Konami,7.5,7.8,2011
896,Dragon Ball: Xenoverse 2,Action,M,X360,Shogakukan,THQ,8,8,2006
897,Dragon Quest Monsters: Joker,Racing,T,PS4,Digital Illusions (DICE),Electronic Arts,5.8,8,2017
898,Monster Hunter Tri,Role-Playing,E,GB,Awesome Studios,Konami,8,8,2000
899,Parasite Eve,Racing,E,PS2,Nuevo Retro Games / NST,Sony Computer Entertainment,8.7,8.7,2002
900,Until Dawn,Shooter,T,PS4,Pipe Dream Interactive,Activision,8,9.6,2015
901,Ratchet & Clank Future: A Crack in Time,Platform,E,PS4,Game Arts,Activision,8,9.8,2018
902,Toy Story Mania!,Misc,E,GC,Gaslamp Games,Nintendo,5.9,7.8,2003
903,Game Party 2,Simulation,T,N64,Anchor,LucasArts,9,8,1998
904,Tetris DX,Sports,E,NES,Winky Soft,Nintendo,8,7.4,1985
905,Yu-Gi-Oh! Forbidden Memories,Puzzle,E10,DS,Powerhead Games,Warner Bros. Interactive,8.2,9.8,2009
906,Mortal Kombat: Deception,Shooter,T,XOne,Deep Space,Microsoft Studios,8,7.8,2017
907,Surgeon Simulator,Racing,E10,PS4,inXile,Electronic Arts,8,8,2013
908,Hot Shots Golf 2,Misc,M,PS4,Inti Creates,Sony Interactive Entertainment,8,8,2016
909,Medal of Honor: European Assault (All Region sales),Action,M,PS2,Bam Entertainment,Capcom,9.1,9.3,2001
910,WCW Nitro,Simulation,T,PC,KillHouse Games,Maxis,8,8,2001
911,The Long Dark,Sports,E,Wii,Yager Development,Ubisoft,6,8,2009
912,High School Musical: Sing It!,Shooter,M,PS,Smilebit,989 Studios,8,8.7,2000
913,FIFA 2000,Shooter,M,PS4,Virtuos,Electronic Arts,8,9.6,2015
914,inFAMOUS 2,Action,E,PC,Dinosaur Polo Club,Unknown,8,9.8,2015
915,The Legend of Zelda: Oracle of Seasons,Role-Playing,E,DS,Kadokawa Games,Level 5,8,7.8,2010
916,Broforce,Role-Playing,E,GBA,Mastfire Studios Pty Ltd,Nintendo,8.8,8,2003
917,Shrek 2,Sports,E,NES,MicroProse,Nintendo,8,7.4,1987
918,Sonic Classic Collection,Misc,E,PC,Pixel Tales,Falcom,8,9.8,2014
919,The Legend of Dragoon,Misc,E,NES,Cing,Nintendo,8,7.8,1983
920,Turok 2: Seeds of Evil,Sports,E,Wii,Lazy Bear Games,Sega,7.2,7.5,2007
921,The Evil Within,Racing,E,NES,Agatsuma Entertainment,Nintendo,8,5.4,1988
922,SingStar,Simulation,E,PC,Metro,Maxis,8,3.4,1993
923,Max Payne 3,Role-Playing,E,SNES,Aruze Corp,Nintendo,8,8.7,1996
924,NBA Live 2002,Shooter,T,PSP,Ubi Nagoya,Activision,6.1,9.6,2007
925,Jak 3,Shooter,E,2600,Perfuse Entertainment,Imagic,8,9.8,1982
926,Kirby's Epic Yarn,Simulation,E,PS2,WXP,Konami,8,7.8,2004
927,Pinball,Sports,E,PS3,Nex Entertainment,2K Sports,9,8,2011
928,Phineas and Ferb,Shooter,M,PS3,Eighting,2K Games,8.2,7.4,2009
929,Gran Turismo Concept 2001 Tokyo,Fighting,M,X360,Midway Studios - Austin,Warner Bros. Interactive Entertainment,8.6,9.8,2011
930,Forza Horizon 4,Racing,E,XB,Human Entertainment,Microsoft,8.4,7.8,2001
931,NCAA Football 06,Sports,E,GB,Bitbox Ltd.,Nintendo,8,8.7,1990
932,Rayman Raving Rabbids 2,Sports,E,X360,Koei / Inis,2K Sports,8.8,9.6,2010
933,2 Games in 1: Sonic Advance & ChuChu Rocket!,Sports,E,N64,Harebrained Schemes,Activision,9.3,9.8,2000
934,Jet Moto,Sports,E,PS3,Storm City Games,Konami,7.7,7.8,2008
935,"Hey You, Pikachu!",Racing,E,PS2,High Voltage Software / Ubisoft Paris,Electronic Arts,8.7,8,2002
936,Sonic Mega Collection Plus,Racing,E,XB,GRIN,Microsoft,8,7.4,2002
937,Air Combat,Platform,E,PS2,Nintendo EAD / Q-Games,THQ,8,9.8,2002
938,Risk of Rain,Fighting,E10,NS,William's Entertainment,Nintendo,7.9,7.8,2017
939,Demon's Souls,Shooter,M,PS4,Raster Productions,Sony Computer Entertainment,9,7.5,2013
940,Dragon Quest XI,Platform,E,GBA,VIVARIUM Inc.,Nintendo,8.1,5.4,2002
941,Sonic & Knuckles,Adventure,M,PS2,"Machatin, Inc.",Capcom,8.5,3.4,2002
942,Star Fox Adventures,Shooter,M,XOne,X-ample,Electronic Arts,8,8.7,2013
943,Wolfenstein: The New Order,Racing,E10,PSP,Take-Two Interactive,Electronic Arts,7.4,9.6,2005
944,The Sims: Hot Date,Sports,E,PS,Airtight Games,ASCII Entertainment,8,9.8,1997
945,The Orange Box,Music,E10,Wii,WBIE,Ubisoft,8,7.8,2014
946,DDRMAX2: Dance Dance Revolution,Role-Playing,M,PS4,Blade Interactive,Namco Bandai Games,8,8,2016
947,Sly 2: Band of Thieves,Action,E,PS2,Yacht Club Games,THQ,8,7.4,2003
948,Alan Wake,Sports,E,X360,Celeris,EA Sports,8,9.8,2014
949,Sonic Advance 2,Adventure,M,PS3,WayForward Technologies,Rockstar Games,9,7.8,2010
950,Monster Hunter Double Cross,Strategy,E,PC,KCEO,Sega,8,8,2016
951,Namco Museum DS,Puzzle,E,PS2,Dekovir Entertainment,THQ,8,8,2002
952,Secret of Mana,Strategy,E,PC,Noio,Electronic Arts,8.1,8,1999
953,Sonic Colors,Misc,T,Wii,Killer Game,MTV Games,8.2,8,2008
954,NFL GameDay 2000,Shooter,E10,X360,Dambuster Studios,Valve,9.6,8,2011
955,Kirby's Return to Dreamland,Platform,E,NS,Backbone Entertainment / Harmonix Music Systems,Nintendo,9.1,9.1,2018
956,New Play Control! Mario Power Tennis,Misc,E,GC,Warthog,Nintendo,6,8,2005
957,Samurai Warriors,Role-Playing,E,3DS,HandMade Game,Level 5,8,8,2016
958,The Lion King,Misc,E10,Wii,"Visual Concepts, Ltd.",Activision,8,8,2010
959,LEGO Star Wars III: The Clone Wars,Action,T,PSP,Sproing Interactive Media,Konami,8.6,8,2010
960,The Crew,Shooter,T,PS,Eugen Systems,Gotham Games,8,8,2002
961,Midnight Club II,Simulation,E10,Wii,AWE Games,Konami,8,8,2007
962,SpongeBob SquarePants: SuperSponge,Simulation,E,DS,Terryglyph Interactive Studios,Electronic Arts,4.8,8,2006
963,The Getaway: Black Monday,Adventure,M,PS4,Contraband Entertainment,Square Enix,8,8,2016
964,Mad Max (2013),Fighting,T,X360,RedLynx,THQ,8.4,8,2009
965,50 Cent: Bulletproof,Strategy,E,GBA,Toy Box,Konami,8,8,2002
966,Dynasty Warriors 3,Platform,E,PS4,Jaleco Entertainment,Sony Computer Entertainment,8,8,2014
967,Kirby 64: The Crystal Shards,Adventure,E10,DS,Agetec Inc.,Nintendo,8.4,8,2011
968,Dragon's Dogma,Action,E,GBA,GhostShark,THQ,5.4,8,2004
969,Ori and the Blind Forest: Definitive Edition,Shooter,T,X360,DreamRift,Activision,8.8,9.1,2005
970,WWF Attitude,Action,M,PS3,Nerial,Square Enix,8,8,2012
971,The SpongeBob SquarePants Movie,Action,E,DS,Now Production,Disney Interactive Studios,8,8.7,2010
972,Kid Icarus,Racing,E,PS,SCE,Namco,9.1,9.6,1999
973,Sonic the Hedgehog 3,Action,M,X360,Blue Tongue Entertainment,Ubisoft,8.6,9.8,2010
974,The Legend of Zelda: The Minish Cap,Racing,T,PS3,Answer Software,Electronic Arts,5.9,7.8,2008
975,Wii Party U,Racing,E10,X360,Incinerator Games,Electronic Arts,7.1,8,2007
976,Def Jam: Fight for NY,MMO,M,PS4,Vlambeer,Bethesda Softworks,8,7.4,2015
977,State of Emergency,Fighting,T,PS3,Dreamworks Games,Midway Games,7.6,9.8,2008
978,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Sports,E,GEN,Red Dot Games,Arena Entertainment,8,7.8,1993
979,Kinect Star Wars,Sports,E,NES,Sidhe Interactive,Namco,8,7.5,1989
980,The Urbz: Sims in the City,Role-Playing,M,PS3,Frictional Games,Namco Bandai,9,5.4,2011
981,Star Wars: Starfighter,Action,M,PS4,Exient Ltd.,Warner Bros. Interactive Entertainment,8,3.4,2017
982,Madden NFL 2000,Shooter,T,PS2,Cyanide Studios,Sony Computer Entertainment,8,8.7,2006
983,Pro Evolution Soccer,Racing,E10,PS3,Namco / Team MelFes,Electronic Arts,7.2,9.6,2007
984,Kirby's Adventure,Sports,E,PS3,Pocketeers,Electronic Arts,7.5,9.8,2013
985,For Honor,Misc,E,DS,Scholastic Interactive,2K Play,8,7.8,2008
986,Crackdown,Action,T,PS2,Impulse Gear,Ubisoft,8,8,2005
987,Dance Dance Revolution X,Fighting,T,XB,Egosoft,Tecmo,8.3,7.4,2001
988,2 Games in 1: Disney Princess & The Lion King,Racing,E,X360,Gust,Microsoft Game Studios,8.6,9.8,2007
989,Star Wars Episode I: The Phantom Menace,Music,T,X360,Acclaim,Microsoft,8.6,7.8,2011
990,Xenosaga Episode I: Der Wille zur Macht,Role-Playing,T,PS4,WXP / Screenlife Games,Square Enix,10,8,2018
991,Naruto Shippuden: Ultimate Ninja Storm 4,Sports,E,XOne,Griffin International,2K Sports,8.8,8,2016
992,Madden NFL 99,Sports,T,PS3,Hazelight,EA Sports,8,8,2010
993,Cuphead,Sports,E,N64,Totally Games,Nintendo,9.1,8,1998
994,Shadow of the Tomb Raider,Sports,E,DS,WizarBox,Nintendo,7.1,8,2006
995,SSX Tricky,Shooter,M,PC,Toy Box Studios,Devolver Digital,7,8,2011
996,Twisted Metal III,Misc,E10,Wii,Ubisoft Casablanca,Ubisoft,7.1,8,2008
997,Mario & Luigi: Partners in Time,Sports,E,PS2,Armature Studio,EA Sports,8,8,2003
998,Crash Bandicoot: The Huge Adventure,Simulation,T,PS3,Sniper Studios,Electronic Arts,8.1,8,2010
999,Dishonored,Action,M,PS2,Invent4 Entertainment,Capcom,8.7,7.3,2001
1000,Call of Duty: World at War Final Fronts,Misc,E10,X360,Stardock,Ubisoft,5.5,8,2011
1001,Cruis'n USA,Sports,E,PS4,Next Entertainment,505 Games,8.7,8.7,2016
1002,Metroid II: Return of Samus,Sports,E10,XOne,Ratbag,2K Sports,7.7,9.6,2017
1003,Hot Shots Golf Fore!,Shooter,M,X360,Ultravision,Activision,8,9.8,2015
1004,Titanfall 2,Racing,T,PS3,Complie,Electronic Arts,6.3,7.8,2011
1005,Game Party 3,Fighting,T,PS4,Psygnosis,Namco Bandai Games,8,8,2015
1006,Deal or No Deal,Fighting,E,PC,ACES Studio/Microsoft Game Studios,Unknown,8,7.4,2015
1007,Injustice 2,Strategy,E,PC,New,Ndemic Creations,8,9.8,2020
1008,The Beatles: Rock Band,Shooter,M,PS3,Beyond Games,Electronic Arts,8.9,7.8,2008
1009,Toy Story 2: Buzz Lightyear to the Rescue!,Role-Playing,M,PS4,The Pitbull Syndicate Limited,Sony Computer Entertainment,8.2,7.5,2015
1010,Imagine: Teacher,Adventure,M,PS4,Titus Software,Sony Interactive Entertainment,8,5.4,2018
1011,Ace Combat 5: The Unsung War,Role-Playing,M,PC,AI,Blizzard Entertainment,8,3.4,2001
1012,Call of Duty Black Ops: Declassified,Fighting,E,PS2,Hudson,Atari,8,8.7,2005
1013,Factorio,Role-Playing,E10,DS,Data East,Nintendo,8.1,9.6,2011
1014,Beyond: Two Souls,Role-Playing,E,NES,Ubisoft Barcelona / Ubisoft Reflections,Nintendo,8,9.8,1989
1015,Chrono Cross,Racing,E,PS4,Modulaatio Games,Sony Computer Entertainment,7.2,7.8,2014
1016,Devil May Cry 2,Simulation,E,PC,Nadeo,Frontier Developments,8,8,2016
1017,Dragon Quest V: Hand of the Heavenly Bride,Misc,E,Wii,Deck Nine,Capcom,8,7.4,2007
1018,Dragon Quest VI: Realms of Revelation,Fighting,E,SNES,Activision Value,Capcom,8,9.8,1994
1019,Dynasty Warriors 5,Sports,E,X360,PagodaWest Games,Ubisoft,7,7.8,2010
1020,Final Fantasy II,Adventure,E10,3DS,Shin'en GmbH,Nintendo,9.3,8,2011
1021,Final Fantasy Tactics Advance,Puzzle,E10,DS,Spike Co.,Midway Games,6.9,8,2007
1022,Kingdom Hearts 358/2 Days,Fighting,T,X360,Magellan Interactive,Midway Games,7.6,8,2008
1023,Kingdom Hearts: Birth by Sleep,Action,M,PS,Buzz Monkey,Activision,8.8,8,1998
1024,Super Princess Peach,Sports,E,GB,Creations,Nintendo,8,8,1989
1025,Super Puyo Puyo,Adventure,E,GBA,Blue Shift,Electronic Arts,7.2,8,2002
1026,NCAA Football 07,Action-Adventure,M,PS4,Crave Entertainment,Square Enix,7.5,8,2015
1027,Game Dev Tycoon,Platform,E,WiiU,Tantalus,Nintendo,8.8,9.1,2014
1028,Ben 10: Protector of Earth,Adventure,E,PS,Software Creations,Electronic Arts,8,8,2002
1029,Sid Meier's Civilization V,Sports,E,Wii,KAGAMI WORKs,Nintendo,6,8,2011
1030,Cabela's Big Game Hunter 2010,Simulation,E,SNES,Koei Tecmo Games,Nintendo,8,8.7,1991
1031,SOCOM 3: U.S. Navy SEALs,Shooter,M,X360,Eighting / Raizing,2K Games,8,9.6,2013
1032,Saints Row IV,Platform,E,PS2,Ape Studios / HAL Laboratory / Brownie Brown,VU Games,8,9.8,2002
1033,Jampack Winter '99,Action,M,X360,Climax Group / ImaginEngine,Capcom,8,7.8,2012
1034,Cooking Mama 3: Shop & Chop,Strategy,E,PC,argent,Paradox Interactive,8,8,2016
1035,Tomodachi Collection: New Life,Action,E,2600,Meyer/Glass Interactive,Atari,8,7.4,1982
1036,WCW vs. nWo: World Tour,Action,M,PS4,Haemimont Games,Bethesda Softworks,8,9.8,2016
1037,WCW/NWO Thunder,Sports,E10,PSP,PawaPuro Production,Sony Computer Entertainment,8.4,7.8,2005
1038,Divinity: Original Sin 2,Role-Playing,E,DS,A-Max,Level 5,8,7.5,2009
1039,Dragon Ball Z: The Legacy of Goku,Racing,E,NES,"Treasure Co., Ltd.",Nintendo,8,5.4,1987
1040,The Sims 3: Late Night Expansion Pack,Sports,E,NES,Tigon,Nintendo,8,3.4,1987
1041,LEGO Batman 2: DC Super Heroes,Action,E10,PS3,"Webfoot Technologies, Inc.",Warner Bros. Interactive Entertainment,8,8.7,2013
1042,World Championship Poker: Featuring Howard Lederer - All In,Shooter,T,X360,Starbreeze Studios/Tigon Studios,Ubisoft,8.8,9.6,2006
1043,NFL GameDay 98,Racing,E,PS2,Gamious,VU Games,8,9.8,2003
1044,Star Wars Battlefront: Renegade Squadron,Action,M,XB,Stainless Games,Rockstar Games,9.2,7.8,2005
1045,Time Crisis,Role-Playing,E,Wii,Human Soft / Ivolgamus,Nintendo,5.2,8,2007
1046,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,Shooter,T,PC,Centuri,LucasArts,8,7.4,1995
1047,Tekken 7,Shooter,M,PS3,Digital DNA Games,Activision,8,9.8,2015
1048,Virtua Fighter 4,Racing,E10,PS3,505 Games,Electronic Arts,9,7.8,2008
1049,Planetary Annihilation,Sports,E,PS2,Studio Gigante,EA Sports BIG,8,8,2003
1050,We Ski,Racing,T,X360,Wideload Games,Microsoft Studios,8,8,2012
1051,The Sims: Superstar,Misc,E,X360,"Williams Electronic Games, Inc.",Activision,8,8,2014
1052,SSX 3,Fighting,T,PS2,Team17 Software / Two Tribes,EA Sports BIG,8,8,2003
1053,Madden NFL 2001,Misc,E,PC,@unepic_fran,Disney Interactive Studios,8,8,1999
1054,Disney's DuckTales,Puzzle,E,GB,Firaxis,Nintendo,8,8,1989
1055,"Monsters, Inc.",Adventure,E,PS,Behaviour Interactive Inc.,THQ,8,8,2001
1056,PGR: Project Gotham Racing 2,Platform,E,3DS,THQ Australia Studios Pty Ltd.,Nintendo,8,8,2014
1057,Fight Night Round 3,Sports,E,X360,Computer Artworks,Electronic Arts,8.7,8,2008
1058,Spy Hunter,Shooter,M,Wii,Career Soft,Activision,8.1,8.9,2008
1059,NCAA Football 2004,Racing,E,PS,Genuine Games,Sony Computer Entertainment,8,8,1997
1060,SpongeBob SquarePants: Battle for Bikini Bottom,Shooter,M,PS2,Kuju Entertainment,Ubisoft,8,8,2002
1061,Big Beach Sports,Role-Playing,T,PS2,EurocoEntertainment Software,Activision,8.6,8,2004
1062,Disney Infinity,Fighting,M,SNES,Papaya Studio Corporation,Acclaim Entertainment,8,8,1994
1063,Shaun White Snowboarding: Road Trip,Fighting,T,SAT,Capybara Games,Sega,8,8,1996
1064,SSX,Adventure,E,GBC,Beenox Studios,Nintendo,9.4,8,2001
1065,NBA Ballers,Misc,T,PS3,Humagade,Activision,8.5,8.7,2008
1066,NBA Live 2003,Shooter,M,PS2,Eighting/Raizing,THQ,9.1,9.6,2001
1067,Ms. Pac-Man,Simulation,T,PC,Tri-Crescendo,Electronic Arts,8,9.8,2003
1068,Star Wars The Clone Wars: Lightsaber Duels,Racing,E,PS2,FantaBlade Network,THQ,8,7.8,2004
1069,Dragon Ball Z: Budokai Tenkaichi 2,Misc,E,PS,Compile Heart,Sony Computer Entertainment,9.2,8,1997
1070,Golden Sun,Shooter,T,XOne,Cave Barn,Electronic Arts,8,7.4,2017
1071,Street Fighter II': Special Champion Edition,Racing,E,X360,Knowledge Adventure Inc.,Electronic Arts,8.2,9.8,2009
1072,Super Scope 6,Shooter,M,PC,Gainax,Whiptail Interactive,4.8,7.8,2003
1073,Heavenly Sword,Action,E10,PS4,Kouyousha,Warner Bros. Interactive Entertainment,8,7.5,2013
1074,Need for Speed Carbon,Action,E,3DS,Tenyo,Nintendo,6.2,5.4,2013
1075,Plants vs. Zombies,Misc,E,N64,BudCat Games,Nintendo,7,3.4,2001
1076,Persona 5,Role-Playing,E,GC,Sensory Sweep Studios,Nintendo,9,8.7,2004
1077,Army of Two,Sports,E,XOne,Back To Basics Gaming,EA Sports,8.8,9.6,2017
1078,Dig Dug,Simulation,T,GC,Kamui,LucasArts,9.2,9.8,2001
1079,Ghosts 'n Goblins,Action,M,X360,Almanic Corp.,Square Enix,8.5,7.8,2013
1080,Sonic Mega Collection,Action,M,X360,Sunrise Interactive,Capcom,8.4,8,2006
1081,Tom Clancy's Rainbow Six,Fighting,T,PSP,Game Brains,Square Enix,8.1,7.4,2009
1082,Wii Play: Motion,Action,T,PS4,Going Loud Studios,Namco Bandai Games,7.1,9.8,2016
1083,Tiger Woods PGA Tour 2003,Role-Playing,E10,DS,Aspect,Square Enix,7.6,7.8,2007
1084,NBA Live 06 (All region sales),Role-Playing,T,Wii,Dynamic Pixels,Capcom,8.1,10,2010
1085,Prince of Persia: Warrior Within,Role-Playing,M,PS,Avalanche Software / Ritual Entertainment,Square EA,7.9,8,1998
1086,Mario Party 6,Action-Adventure,T,X360,HyperBole Studios,Warner Bros. Interactive Entertainment,8,8,2013
1087,Tiger Woods PGA Tour 2004,Adventure,M,PS4,JForce Games,Sony Computer Entertainment,8,8,2015
1088,Ape Escape,Misc,E,Wii,THQ Australia,Electronic Arts,8,8,2008
1089,NCAA Football 2005,Sandbox,E10,NS,Electronic Arts North Carolina,Mojang,9.2,8,2018
1090,Kinectimals,Platform,E10,PS3,Creat Studio,Sony Computer Entertainment,8.7,9,2009
1091,Uncharted: Golden Abyss,Sports,E,PS3,TYO,EA Sports,8.6,8,2008
1092,Tony Hawk's American Wasteland (Old all region sales),Misc,E,Wii,Newcom,Disney Interactive Studios,8,8.7,2009
1093,The Order: 1886,Misc,E,Wii,Human Soft,Midway Games,8,9.6,2008
1094,Sled Storm,Puzzle,E,GBC,Cosmigo,Nintendo,8,9.8,1998
1095,NFL Street 2,Role-Playing,E,PS,Traveller's Tales / Heavy Iron Studios,Konami,7,7.8,2002
1096,Deca Sports,Fighting,M,PS2,Amistech Games,Midway Games,7.4,8,2004
1097,Yu-Gi-Oh! Duel Monsters,Misc,E,PC,En Masse,Bossa Studios,8,7.4,2013
1098,Buzz! The Music Quiz,Sports,E,PS,Arkedo Studio,Sony Computer Entertainment,8,9.8,2000
1099,SpongeBob's Atlantis SquarePantis,Shooter,T,PS2,HammerHead Ltd.,Electronic Arts,8,7.8,2005
1100,Rage,Fighting,E,PS,Ubisoft Bucharest,THQ,8,7.5,1998
1101,Gears of War: Judgment,Simulation,T,PC,Hemisphere Games,Hinterland Studio Inc.,8,5.4,2017
1102,Midnight Club 3: DUB Edition (America/Others Sales),Misc,E,PS2,Saber Interactive,Disney Interactive Studios,8,3.4,2007
1103,Dragon Quest IV: Chapters of the Chosen,Sports,E,PS,Final Form Games,EA Sports,8.8,8.7,1999
1104,Dragon Quest Monsters 2: Cobi's Journey,Action,T,PS3,Tempest Software,Sony Computer Entertainment,8.1,9.6,2011
1105,Dragon Quest VII: Fragments of the Forgotten Past,Action,T,Wii,CRI,LucasArts,6.8,9.8,2008
1106,F-1 World Grand Prix,Adventure,E,GBC,Halfbrick Studios,Nintendo,9.3,7.8,2001
1107,Kingdom Hearts HD I.5 ReMIX,Action,E,PC,Armor Project / Think Garage,Devolver Digital,8,8,2014
1108,Kingdom Hearts: Chain of Memories,Sports,E,XB,hyperboreanGames,EA Sports,8,7.4,2005
1109,Lost Planet: Extreme Condition,Platform,E,PS2,Warp,Activision,6.9,9.8,2004
1110,Metroid Fusion,Platform,E,DS,Papyrus,Sega,7.5,7.8,2010
1111,Pikmin,Role-Playing,T,PS,Millennium Kitchen,Sony Computer Entertainment,7.8,6.5,2000
1112,Pokemon Super Mystery Dungeon,Shooter,M,N64,Blitz Game Studios,Acclaim Entertainment,9,8,1998
1113,Sonic Adventure DX: Director's Cut,Action,M,PS4,Cohort Studios,Bethesda Softworks,7.7,8,2014
1114,Sonic Unleashed,Misc,E,PS2,Magical Company,Sony Computer Entertainment,8,8,2004
1115,Super Mario Strikers,Shooter,M,PS3,Aquria,Rockstar Games,8,8.7,2012
1116,River Raid,Sports,E,PS2,Mimimi Productions,EA Sports,8,9.6,2001
1117,Silent Hill,Platform,T,PS2,Shaba Games / Treyarch,Sony Computer Entertainment,8,9.8,2004
1118,L.A. Noire: The Complete Edition,Action-Adventure,T,PC,Secret Exit Ltd.,Warner Bros. Interactive Entertainment,8,7.8,2014
1119,ESPN NBA 2K5,Platform,E,Wii,Jet Black Games,Nintendo,8.7,8,2010
1120,Sonic Generations,Misc,E,NES,marbenx,Nintendo,8,7.4,1985
1121,Far Cry 2,Action,E,DS,Twisted Pixel Games,Disney Interactive Studios,8,9.8,2009
1122,Soul Blade,Racing,E,PS2,Ska Studios,Unknown,8,7.8,2009
1123,Diddy Kong Racing DS,Racing,E,XOne,Team6 Game Studios,Microsoft Studios,9.2,7.5,2018
1124,NASCAR 2000,Sports,E,PS2,Boss Game Studios,EA Sports,8,5.4,2005
1125,Dance Dance Revolution: Hottest Party 2,Misc,E10,Wii,Acclaim Studios Cheltenham,Ubisoft,6.6,3.4,2007
1126,Final Fantasy XIV Online,Action-Adventure,M,PS3,Last Bastion Studios LLC,Ubisoft,8,8.7,2014
1127,Jampack Summer 2K,Misc,E,GBA,Brownie Brown / HAL Laboratory / Nintendo SPD Production Group No. 3,THQ,8,9.6,2005
1128,Devil May Cry 4,Racing,E,PS,Zen Studios Inc.,Sony Computer Entertainment,8,9.8,1996
1129,Spyro 2: Season of Flame,Simulation,E,N64,"Starsphere Interactive, Inc.",Nintendo,8,7.8,2000
1130,LEGO Pirates of the Caribbean: The Video Game,Misc,E,PS2,Valhalla Game Studios,Sega,8,8,2004
1131,NCAA Football 2002,Role-Playing,M,XOne,Behaviour Interactive,Bethesda Softworks,8.1,7.4,2016
1132,Guitar Hero: On Tour Decades,Simulation,E,PS,Erik Asmussen,Namco,7,9.8,1995
1133,Moshi Monsters: Moshling Zoo,Misc,E,PC,Victor Interactive Software,"Infocom, Inc.",8,7.8,2013
1134,Conflict: Desert Storm,Role-Playing,M,PS3,Frogwares,Atlus,9.1,9.5,2009
1135,High School Musical 3: Senior Year,Role-Playing,E,3DS,Wolf Team,Square Enix,8,8,2017
1136,Carnival Games: Mini Golf,Platform,E,GBA,Firebrand Games,Nintendo,7.5,8,2003
1137,Smuggler's Run,Platform,E,GEN,MBL Research,Sega,8,8,1994
1138,AudioSurf,Adventure,T,GC,Mud Duck Productions,Nintendo,8.1,8,2002
1139,Donkey Kong Classics,Shooter,M,PC,Wow Entertainment,Bethesda Softworks,8,8.7,2014
1140,Mark of the Ninja,Shooter,M,PS3,"Sega Studios, San Francisco",2K Games,9.5,9.6,2013
1141,Hannah Montana: Music Jam,Misc,E,PS2,Z-Axis,Namco,8,9.8,2001
1142,Twisted Metal,Simulation,T,PC,ASCII Entertainment / Tirnanog,Electronic Arts,8,7.8,2001
1143,MySims Kingdom,Shooter,M,X360,Noise Inc.,Electronic Arts,9.7,8,2007
1144,Stuntman,Simulation,E,PS2,skip Ltd.,Konami,8,7.4,2003
1145,Tom Clancy's Rainbow Six 3,Racing,T,DC,LightWeight,Sega,9.3,9.8,2000
1146,Guitar Hero 5,Sports,E,PS3,Human Club,2K Sports,8,7.8,2010
1147,007: The World is Not Enough,Platform,E,PS2,Red Barrels,Sony Computer Entertainment,8,7.5,2004
1148,Practise English!,Action,E,PC,Alpha Unit,Remedy Entertainment,8,5.4,2012
1149,Spider-Man 2: Enter: Electro,Misc,T,PS2,Rooster Teeth Games,Activision,8,3.4,2008
1150,Yoshi's Woolly World,Sports,E,X360,Lightning Fish,EA Sports,8.2,8.7,2006
1151,Command & Conquer: Tiberian Sun,Platform,E,GBA,Data Age,Sega,8,9.6,2003
1152,Go Vacation,Role-Playing,E,PS2,MileStone Inc.,Enix,8,9.8,2004
1153,Active Life: Outdoor Challenge,Action,E,3DS,Tarsier Studios,Capcom,8,7.8,2017
1154,Dark Cloud,Misc,E,DS,Broadsword Interactive,Namco Bandai,8,8,2007
1155,Sonic the Hedgehog (2006),Role-Playing,E,SNES,Vertigo Gaming Inc.,Square,9.1,7.4,1993
1156,MVP Baseball 2005,Platform,E,Wii,GameLab / PlayFirst,Sega,7.7,9.8,2010
1157,Die Hard Trilogy,Sports,E,PS,Red Tribe,989 Studios,8,7.8,1999
1158,Mortal Kombat 3,Platform,E10,Wii,Uacari,Nintendo,7.6,8,2011
1159,Pokemon Ranger: Guardian Signs,Sports,E,Wii,NewKidCo,Nintendo,6.6,8.7,2009
1160,SoulCalibur IV,Action,T,PS2,Amuze,KOEI,8,9.6,2004
1161,Tecmo Bowl,Platform,E,SNES,Bugbear Entertainment,Virgin Interactive,8,9.8,1994
1162,Xenoblade Chronicles 2,Action,E10,Wii,Climax,LucasArts,7.5,7.8,2011
1163,Yoshi's Cookie,Racing,T,PS4,Cyberlore Studios,Ubisoft,8,8,2014
1164,NFL GameDay 99,Racing,T,PS2,2Play,Rockstar Games,8,7.4,2003
